page_id	expected_page_evidence_sha256	outcome	notes
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=222	3f55238814d7e6cd147f095b50802efcefee4e2685c41e6be579fc32be465ea1	not_problem	The sole full-page Chase National Bank entry is present and materially matches the scan.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=29	3dc0fb940033f7b901207b51246b4ae38d208e263ba2fd377959a3a328df8f08	not_problem	All four large Chicago institution entries are present and materially match the scan.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=78	5a631b3183f8de738f24bd445134bd427d4cc02d5bda4d2a7a396b4060b52afb	not_problem	All four Kansas City bank rows plus the clearing house are present with matching major values; the dealer section is separate.
1938-2-fraser/rmbd_1938final_04_kansas.pdf#page=100	0dcc17faccc7fc1f27b0260f3c109550b21e4684849234761382cb9b50522d98	not_problem	All five visible Maryland bank rows are present with matching major values; the upper dealer section is separate.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=96	0853a879f8f38be70695cc823ab349a5f6f52c609d14de25cafdccec11a7bfc3	not_problem	All seven visible Indianapolis institutions are present with matching major financial values.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=91	3304c515166ff35d7e540eae83ea48022cea2e057ba3430e8ca9e9ea714a101b	not_problem	All six Fort Wayne institutions plus the clearing house are present with matching major financial values.
1921-1-fraser/rmbd_192101_03_idaho.pdf#page=129	d6445930ef214d0791c6bb1e40d11eff750faef0cb19e3319bca291464b64453	not_problem	All four visible Springfield bank rows are present with matching names and major financial values.
1922-2-fraser/rmbd_192207_07_pennsylvania.pdf#page=43	2f257fb0e48d1c93c6698c50933d27bef75750997147a6bbbc2a28fe2e7159cf	not_problem	Scan shows Aldine Trust, American Bank & Trust, the Bank of East Falls cross-reference, and Bank of North America; all four cached records are present with no material mismatch seen.
1924-2-fraser/rmbd_192407_06_nebraska.pdf#page=143	e647089e615f16e7583909df02dda117f315be7b8ae69a096f3667a3f1f872a1	not_problem	Scan shows exactly the six cached New York financial-corporation rows, from International Acceptance Bank through Textile Banking Co.; no material omission seen.
1914-2-google.pdf#page=125	74932abaf54e70b31519b32bed63ae9f93d29e6dd4d64b63a3e72b88a76680fc	not_problem	Scan shows the same eight Los Angeles banks as the cache, from Bankers Trust & Savings through Farmers & Merchants National; visible financial rows substantially align.
1913-2-google.pdf#page=1338	a7cde11d1b448cabc409aec66cc597c3923663cb18df60ae4006c91a828260bb	not_problem	Rotated scan shows the nine Salt Lake City institutions plus the clearing house represented by the ten cached records; no material omission seen.
1917-1-hathi.pdf#page=124	34ce5450c15eb7cae2f56e58eaca723bcd2aca5514bce0aa8b9a541b09c03b3a	not_problem	Scan shows the six Los Angeles bank rows and clearing house represented by the seven cached records; names and visible figures substantially align.
1926-2-fraser/rmbd_192607_05_michigan.pdf#page=367	7c211cfd0ea9d2979eab765b90f755bfbfca62e0f0bd1761e396b3e59db8f58a	not_problem	Scan shows American Exchange-Pacific National Bank and its six listed branches, matching the seven cached records; no material bank-table omission seen.
1917-1-hathi.pdf#page=634	6d66bce0c8333141c66c9165086f2be0771e82b7ce7e34bbd543889fefd9b056	not_problem	Scan shows two Bridgewater and five Brockton institutions, matching all seven cached records with no material mismatch seen.
1916-1-google.pdf#page=118	c2fd358bb8a9894472f47e22a0ed0696fe7e87cfda8665370e32f4bf893fdc00	not_problem	Restored V1 raster is corrupt, but the exact source-PDF page clearly shows the same eight Los Angeles banks and visible figures as the cache.
1918-1-fraser/rmbd_191801_07_ohio.pdf#page=23	aa57d61bfdd26f29188b2b64f6f29c481fce461b765aa5e892acfe21d9963286	not_problem	Scan's Columbus table contains exactly the six cached banks, from Capital City Bank through Commercial National Bank; no material mismatch seen.
1913-2-google.pdf#page=1382	b5bfc02ece708bbec12f6b27854549cf3488d62d87fc83c799579821b22a300b	not_problem	Rotated scan shows the same eleven Seattle institutions as the cache, from Northern Bank & Trust through University State Bank; no material omission seen.
1917-1-hathi.pdf#page=118	82605cc340c21161f4c123158ef6fb9025048b5260daa7cb00f80f4d32312421	not_problem	Scan shows the same eight Los Angeles institutions as the cache, from Bank of Italy through Farmers & Merchants National; visible financial rows substantially align.
1930-1-fraser/rmbd_193001_03_illinois.pdf#page=135	17e12ec4eac4b8b37710b8147be95abdbea3278de8b9b4631935bd54b408e9ee	not_problem	Scan's Springfield bank table contains exactly the five cached institutions; names and visible financial rows substantially align.
1911-1-google.pdf#page=109	1d13cecb5e01f562dc2c2415052141581c1ef77c20c898b2059d37b75d8e7d1a	not_problem	Rotated scan shows the same nine Los Angeles banks as the cache, from All Night and Day Bank through First National Bank; no material omission seen.
1919-2-fraser/rmbd_191907_05_michigan.pdf#page=48	a5e806e50b3308ad2859f6f5c7da8c525136df6f43cee40f0e937f7242676220	confirmed_problem	Scan is a full-page American Surety insurance advertisement, but cache sets is_advertisment=false and emits the insurer as a bank with $5,000,000 capital.
1925-1-fraser/rmbd_192501_04_kansas.pdf#page=127	db86e8a5f6636bd390341ea7c949fdf5548026609ce14afeebe334b1cdeea902	not_problem	Scan's Baltimore bank table contains West Baltimore Bank, Western National, Westport Bank, and the clearing house, matching all four cached records.
1927-1-fraser/rmbd_192701_06_newyork.pdf#page=197	2aaa976e18fd5bc8471153585970ea8660107a3214d185281a0497e87dc0fae8	not_problem	Scan shows exactly the four cached Cleveland banks, from Brotherhood of Locomotive Engineers Co-operative National through Cleveland Trust; no material mismatch seen.
1917-1-hathi.pdf#page=1533	14567cc0cb6e814b9129eb2249cd60e32863027ce107de4a67c21a160d6b51c6	not_problem	Rotated Tacoma scan shows the eight banks and clearing house represented by the nine cached records; no material omission seen.
1919-1-fraser/rmbd_191901_08_texas.pdf#page=22	00b094a14f0ea110f310a6508e9d37ad62a3929613804d5a662c545bc0f27b29	not_problem	Scan shows the same six Dallas table entries as the cache, from Security National through the clearing house; names and visible figures substantially align.
1930-2-fraser/rmbd_193007_04_kansas.pdf#page=128	750a4096baa629ec0a5603ae5ca4843b0cd1f2ce707fae718178bbcd8cfc8f1e	not_problem	Scan shows exactly the five cached Baltimore institutions, from Fidelity Trust through Maryland Trust; no material mismatch seen.
1924-1-fraser/rmbd_192401_05_minnesota.pdf#page=205	265d1d638a58199c2838791951c7c0aae7a155d809593f428cf4ca58f6240024	confirmed_problem	Selected-list scan has eight investment-dealer rows, but cache omits the prominent Lorenzo E. Anderson & Co. entry while returning the other seven.
1924-2-fraser/rmbd_192407_04_iowa.pdf#page=186	5547a4cd6f83cb3be85cef90474f0ecbdf13a0e6967936db1b72c2c2cd6f1ef3	not_problem	Scan shows the same seven New Orleans institutions as the cache, from Hibernia Bank & Trust through Whitney-Central Trust & Savings; no material omission seen.
1922-1-fraser/rmbd_192201_08_texas.pdf#page=227	0a007fa528a47fdb74df02365c2906e87d5622a8e2f4b6e6317e4b340bbce53c	not_problem	Scan's Milwaukee bank table contains exactly the seven cached institutions, from Second Ward Savings through Wisconsin State Bank; no material mismatch seen.
1926-2-fraser/rmbd_192607_04_iowa.pdf#page=180	dae9a4d23ec16dc3715c4e06bc5574793d452b3ed8f9c6182c1b647c25548590	not_problem	Scan shows the same seven New Orleans institutions as the cache, from Hibernia Bank & Trust through Whitney-Central Trust & Savings; no material omission seen.
1924-1-fraser/rmbd_192401_08_texas.pdf#page=103	a433de1458bf06170630f8532d42d25d9c1a1dd51416d488cc4f6b4d4ff73955	confirmed_problem	Cache emits Western Live Stock Loan Company from the separate selected-dealers section and misreads its $100 share price as paid-up capital; the scan instead states combined capital and surplus of $258,910.
1922-1-fraser/rmbd_192201_05_minnesota.pdf#page=273	668ec79200c3fff6a9d0ccb3b40fe80321a66db233a93b8e795e7b49f09dafa7	not_problem	Scan's Omaha table shows seven banks plus the clearing house, matching all eight cached records with no material mismatch seen.
